Date of Production,Wellbore name,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,FLOW_KIND,WELL_TYPE,Calculated_GOR
2013-08-19,15/9-F-11 H,24.0,266.027,105.982,175.275,23.008,9.86604,90.752,60.084,62.49,1047.0,158557.0,59.0,production,OP,151.4393505253104
2013-08-20,15/9-F-11 H,24.0,266.56,105.978,175.553,23.037,9.81311,91.007,59.501,62.765,1024.0,156092.0,59.0,production,OP,152.43359375
2013-08-21,15/9-F-11 H,24.0,266.43,105.995,175.574,23.65,10.10168,90.856,59.891,62.611,1050.0,160103.0,60.0,production,OP,152.4790476190476
2013-08-22,15/9-F-11 H,24.0,266.419,106.012,175.626,23.811,10.02474,90.793,60.815,62.55,1045.0,158665.0,62.0,production,OP,151.83253588516746
2013-08-23,15/9-F-11 H,24.0,266.416,106.025,175.638,24.032,10.08765,90.778,60.124,62.539,1039.0,159071.0,59.0,production,OP,153.10009624639076
2013-08-24,15/9-F-11 H,24.0,266.459,106.036,175.707,24.162,10.05772,90.752,59.096,62.505,1030.0,158004.0,61.0,production,OP,153.4019417475728
2013-08-25,15/9-F-11 H,24.0,266.634,106.041,175.835,24.594,10.08136,90.798,60.04,62.551,1030.0,157311.0,61.0,production,OP,152.72912621359222
2013-08-26,15/9-F-11 H,24.0,266.757,106.048,175.931,24.883,10.1238,90.826,60.19,62.573,1030.0,157362.0,61.0,production,OP,152.77864077669904
2013-08-27,15/9-F-11 H,19.64,267.302,106.057,176.099,24.948,8.39912,91.203,58.267,62.864,698.0,108779.0,38.0,production,OP,155.84383954154728
2013-09-03,15/9-F-11 H,24.0,276.029,105.605,182.391,3.444,9.48204,93.637,49.965,65.026,941.0,146564.0,54.0,production,OP,155.75345377258236
2013-09-04,15/9-F-11 H,24.0,270.215,105.75,177.682,12.584,9.64292,92.534,55.417,63.974,969.0,151073.0,58.0,production,OP,155.90608875128999
2013-09-05,15/9-F-11 H,24.0,267.255,105.856,176.558,17.726,9.84629,90.697,58.398,62.282,1016.0,157401.0,64.0,production,OP,154.92224409448818
2013-09-06,15/9-F-11 H,24.0,262.95,106.004,174.736,23.291,10.23642,88.213,61.941,59.734,1157.0,176759.0,82.0,production,OP,152.77355229040623
2013-09-07,15/9-F-11 H,24.0,262.643,106.034,174.64,24.753,10.22814,88.004,61.839,59.572,1151.0,175762.0,82.0,production,OP,152.70373588184188
2013-09-08,15/9-F-11 H,24.0,262.699,106.045,174.673,25.836,10.20269,88.025,62.549,59.605,1140.0,173484.0,82.0,production,OP,152.17894736842106
2013-09-09,15/9-F-11 H,24.0,262.923,106.051,174.767,26.266,9.94206,88.156,62.621,59.724,1109.0,169281.0,79.0,production,OP,152.6429215509468
2013-09-10,15/9-F-11 H,24.0,262.894,106.063,174.765,26.251,10.16507,88.129,61.734,59.706,1119.0,170574.0,81.0,production,OP,152.4343163538874
2013-09-11,15/9-F-11 H,24.0,262.921,106.072,174.782,27.091,10.16987,88.139,62.127,59.624,1103.0,168496.0,81.0,production,OP,152.76155938349956
2013-09-12,15/9-F-11 H,18.64,263.047,106.085,175.26,16.919,8.32474,87.786,61.933,59.488,810.0,126489.0,57.0,production,OP,156.15925925925927
2013-09-15,15/9-F-11 H,24.0,263.558,105.677,176.139,4.119,10.07243,87.419,54.633,59.079,982.0,150589.0,70.0,production,OP,153.34928716904278
2013-09-16,15/9-F-11 H,22.5,261.93,105.841,175.121,8.643,9.40108,86.809,57.464,58.599,947.0,146223.0,58.0,production,OP,154.4065469904963
2013-09-17,15/9-F-11 H,24.0,260.894,105.932,174.418,11.458,9.96468,86.476,58.821,57.99,1042.0,161132.0,61.0,production,OP,154.63723608445298
2013-09-18,15/9-F-11 H,10.98,259.759,106.001,175.284,13.613,5.41783,84.475,62.142,56.318,474.0,74880.0,29.0,production,OP,157.9746835443038
2013-09-20,15/9-F-11 H,16.27,269.078,105.317,180.092,1.125,6.76533,88.985,48.904,61.566,643.0,96484.0,52.0,production,OP,150.0528771384137
2013-09-21,15/9-F-11 H,9.81,265.403,105.677,178.56,5.284,5.04441,86.843,56.148,58.84,310.0,49034.0,18.0,production,OP,158.1741935483871
2013-09-22,15/9-F-11 H,24.0,265.175,105.574,177.34,4.386,9.71361,87.834,54.669,59.603,1035.0,158716.0,70.0,production,OP,153.3487922705314
2013-09-23,15/9-F-11 H,24.0,261.314,105.853,174.779,11.63,10.23974,86.535,62.212,58.193,1075.0,164938.0,64.0,production,OP,153.4306976744186
2013-09-24,15/9-F-11 H,24.0,260.902,105.908,174.534,13.309,10.35389,86.368,62.537,58.021,1143.0,176049.0,69.0,production,OP,154.0236220472441
2013-09-25,15/9-F-11 H,24.0,262.002,105.895,175.021,12.961,10.06007,86.981,61.822,58.637,1108.0,170940.0,67.0,production,OP,154.27797833935017
2013-09-26,15/9-F-11 H,24.0,260.715,105.94,174.475,14.153,10.15459,86.24,62.537,57.904,1125.0,173512.0,68.0,production,OP,154.23288888888888
2013-09-27,15/9-F-11 H,8.31,261.534,105.949,175.103,14.55,4.53818,86.431,62.625,58.256,299.0,49540.0,18.0,production,OP,165.685618729097
2013-09-28,15/9-F-11 H,12.36,263.971,105.338,178.473,2.279,5.83822,85.498,52.734,57.075,380.0,59608.0,21.0,production,OP,156.86315789473684
2013-09-29,15/9-F-11 H,24.0,253.091,103.009,167.971,10.985,10.35392,85.12,60.37,56.64,1159.0,179470.0,71.0,production,OP,154.84900776531492
2013-09-30,15/9-F-11 H,24.0,255.18,104.527,170.44,14.529,10.41746,84.74,61.527,56.26,1195.0,184725.0,69.0,production,OP,154.581589958159
2013-10-01,15/9-F-11 H,24.0,258.319,105.962,173.569,15.202,10.42921,84.75,60.77,56.272,1196.0,184618.0,84.0,production,OP,154.3628762541806
2013-10-02,15/9-F-11 H,24.0,258.251,105.99,173.53,15.478,10.42832,84.721,60.354,56.244,1249.0,193060.0,74.0,production,OP,154.57165732586068
2013-10-03,15/9-F-11 H,24.0,258.21,106.008,173.528,15.671,10.44692,84.681,59.732,56.201,1245.0,193256.0,69.0,production,OP,155.225702811245
2013-10-04,15/9-F-11 H,24.0,258.251,106.022,173.535,16.123,10.45133,84.716,60.526,56.222,1243.0,192685.0,67.0,production,OP,155.0160901045857
2013-10-05,15/9-F-11 H,24.0,258.238,106.034,173.585,16.552,10.30125,84.654,62.891,56.18,1235.0,189861.0,67.0,production,OP,153.7336032388664
2013-10-06,15/9-F-11 H,24.0,256.703,106.084,172.871,17.409,10.39258,83.832,60.943,55.342,1256.0,192814.0,66.0,production,OP,153.51433121019107
2013-10-07,15/9-F-11 H,24.0,256.551,106.101,172.844,17.477,10.27192,83.706,59.939,55.227,1251.0,192968.0,69.0,production,OP,154.25099920063948
2013-10-08,15/9-F-11 H,24.0,256.514,106.111,172.92,17.667,10.46785,83.594,61.534,55.113,1252.0,192962.0,69.0,production,OP,154.12300319488818
2013-10-09,15/9-F-11 H,24.0,256.048,106.129,172.817,17.838,10.59236,83.231,63.127,54.74,1257.0,194280.0,68.0,production,OP,154.5584725536993
2013-10-10,15/9-F-11 H,24.0,255.327,106.159,172.539,18.091,10.67274,82.788,62.916,54.305,1272.0,195816.0,69.0,production,OP,153.9433962264151
2013-10-11,15/9-F-11 H,12.31,255.996,106.162,174.136,18.654,8.43861,81.86,63.573,53.446,655.0,101217.0,34.0,production,OP,154.52977099236642
2013-10-12,15/9-F-11 H,10.19,266.939,105.214,179.761,0.471,4.59734,87.179,45.533,58.268,363.0,58611.0,24.0,production,OP,161.46280991735537
2013-10-13,15/9-F-11 H,24.0,254.628,105.868,172.952,12.072,10.3968,81.676,61.98,53.194,1178.0,182360.0,69.0,production,OP,154.80475382003397
2013-10-14,15/9-F-11 H,24.0,254.657,106.029,172.527,16.188,10.45242,82.13,62.443,53.399,1183.0,183763.0,67.0,production,OP,155.33643279797127
2013-10-15,15/9-F-11 H,24.0,254.883,106.068,172.636,16.992,10.42351,82.247,63.139,53.337,1199.0,185336.0,68.0,production,OP,154.57547956630526
2013-10-16,15/9-F-11 H,24.0,255.021,106.091,172.702,17.231,10.44036,82.318,63.445,53.503,1197.0,185175.0,68.0,production,OP,154.69924812030075
2013-10-17,15/9-F-11 H,24.0,255.107,106.106,172.762,17.337,10.30669,82.345,63.023,53.908,1198.0,185858.0,68.0,production,OP,155.14023372287144
2013-10-18,15/9-F-11 H,24.0,255.249,106.118,172.86,17.832,10.51756,82.389,63.155,53.93,1216.0,187926.0,69.0,production,OP,154.54440789473685
2013-10-19,15/9-F-11 H,24.0,255.228,106.133,172.847,17.832,10.62397,82.381,61.505,53.893,1222.0,188719.0,70.0,production,OP,154.43453355155484
2013-10-20,15/9-F-11 H,24.0,255.274,106.146,172.867,17.742,10.39458,82.407,59.91,53.975,1210.0,188806.0,68.0,production,OP,156.03801652892562
2013-10-21,15/9-F-11 H,24.0,255.349,106.159,172.883,17.837,10.6158,82.465,58.629,54.034,1219.0,190440.0,70.0,production,OP,156.22641509433961
2013-10-22,15/9-F-11 H,24.0,255.439,106.168,172.953,18.103,10.52554,82.485,60.348,54.049,1220.0,188708.0,69.0,production,OP,154.67868852459017
2013-10-23,15/9-F-11 H,24.0,255.502,106.175,172.993,18.554,10.52858,82.509,61.571,54.06,1221.0,188384.0,69.0,production,OP,154.28665028665029
2013-10-24,15/9-F-11 H,24.0,254.411,106.21,172.546,18.959,10.60759,81.865,61.694,53.429,1251.0,192712.0,71.0,production,OP,154.04636290967227
2013-10-25,15/9-F-11 H,24.0,254.309,106.229,172.467,19.638,10.71916,81.842,62.393,53.404,1249.0,192621.0,70.0,production,OP,154.22017614091274
2013-10-26,15/9-F-11 H,24.0,254.737,106.231,172.661,19.607,10.65512,82.076,62.281,53.624,1237.0,190198.0,70.0,production,OP,153.75747776879547
2013-10-27,15/9-F-11 H,24.31,256.048,106.207,173.835,18.871,10.38878,82.213,60.018,53.862,1220.0,188361.0,70.0,production,OP,154.39426229508197
2013-10-28,15/9-F-11 H,7.86,259.639,105.392,177.88,1.692,3.76236,81.759,46.416,53.181,251.0,39142.0,11.0,production,OP,155.9442231075697
2013-10-29,15/9-F-11 H,13.48,255.061,105.842,174.871,11.657,6.63245,80.191,60.515,51.796,557.0,86382.0,29.0,production,OP,155.08438061041292
2013-10-30,15/9-F-11 H,10.36,258.143,105.451,176.951,2.431,5.06575,81.192,49.514,53.37,415.0,62079.0,22.0,production,OP,149.5879518072289
2013-10-31,15/9-F-11 H,24.0,253.408,105.964,172.667,13.441,10.60308,80.741,58.581,52.29,1197.0,183606.0,69.0,production,OP,153.38847117794487
2013-11-01,15/9-F-11 H,24.0,251.093,106.117,171.471,17.174,10.58723,79.622,58.973,51.149,1212.0,186014.0,68.0,production,OP,153.47689768976898
2013-11-02,15/9-F-11 H,24.0,252.805,106.138,172.092,17.633,10.6194,80.714,61.313,52.239,1253.0,185206.0,77.0,production,OP,147.81005586592178
2013-11-03,15/9-F-11 H,17.33,256.93,105.882,175.193,11.511,7.95599,81.737,55.92,53.533,773.0,118946.0,46.0,production,OP,153.875808538163
2013-11-04,15/9-F-11 H,24.0,253.53,106.001,172.927,13.962,10.30424,80.603,60.543,52.284,1155.0,171451.0,81.0,production,OP,148.44242424242424
2013-11-05,15/9-F-11 H,24.0,255.485,106.064,173.416,16.3,10.347,82.069,60.984,53.762,1181.0,168417.0,68.0,production,OP,142.60541913632514
2013-11-06,15/9-F-11 H,22.67,258.394,105.981,174.688,13.792,9.38536,83.706,57.848,54.317,1128.0,163021.0,69.0,production,OP,144.52216312056737
2013-11-07,15/9-F-11 H,24.0,254.129,106.147,172.783,17.943,10.49189,81.346,59.367,52.969,1164.0,176793.0,90.0,production,OP,151.8840206185567
2013-11-08,15/9-F-11 H,24.0,252.741,106.204,172.188,14.05,10.49317,80.553,59.306,52.202,1187.0,181291.0,70.0,production,OP,152.73041280539175
2013-11-09,15/9-F-11 H,24.0,254.552,106.179,172.993,11.041,10.51915,81.558,62.687,53.229,1175.0,179821.0,69.0,production,OP,153.03914893617022
2013-11-10,15/9-F-11 H,24.0,253.517,106.196,172.655,11.378,10.73918,80.862,62.827,52.528,1201.0,185114.0,72.0,production,OP,154.1332223147377
2013-11-11,15/9-F-11 H,24.0,251.459,106.261,171.767,12.48,10.96601,79.692,60.433,51.274,1257.0,190801.0,77.0,production,OP,151.79077167859984
2013-11-12,15/9-F-11 H,24.0,252.807,106.258,172.276,12.491,10.53661,80.532,61.223,52.025,1168.0,177662.0,155.0,production,OP,152.10787671232876
2013-11-13,15/9-F-11 H,24.0,254.976,106.2,173.279,11.54,10.50961,81.697,60.156,53.173,1151.0,175825.0,153.0,production,OP,152.75847089487402
2013-11-14,15/9-F-11 H,24.0,253.843,106.217,172.406,12.047,10.50257,81.438,60.67,53.116,1163.0,179241.0,151.0,production,OP,154.1195184866724
2013-11-15,15/9-F-11 H,24.0,253.753,106.251,172.677,12.761,10.48593,81.076,60.905,52.764,1172.0,180094.0,148.0,production,OP,153.66382252559728
2013-11-16,15/9-F-11 H,24.0,253.176,106.282,172.369,13.186,10.49557,80.807,60.901,52.489,1185.0,180734.0,148.0,production,OP,152.51814345991562
2013-11-17,15/9-F-11 H,24.0,254.94,106.249,173.126,12.651,10.52831,81.814,61.463,53.496,1157.0,177487.0,148.0,production,OP,153.4027657735523
2013-11-18,15/9-F-11 H,24.0,255.367,106.243,173.309,12.667,10.52358,82.058,61.575,53.733,1155.0,178261.0,147.0,production,OP,154.33852813852815
2013-11-19,15/9-F-11 H,24.0,255.904,106.232,173.558,12.217,10.61136,82.346,61.128,54.019,1145.0,177359.0,150.0,production,OP,154.89868995633188
2013-11-20,15/9-F-11 H,24.0,252.426,106.337,171.975,14.347,10.98621,80.451,60.311,52.103,1223.0,189531.0,155.0,production,OP,154.9721995094031
2013-11-21,15/9-F-11 H,24.0,251.316,106.379,171.525,15.423,11.0781,79.791,63.354,51.455,1245.0,191871.0,162.0,production,OP,154.1132530120482
2013-11-22,15/9-F-11 H,24.0,251.565,106.375,171.689,15.574,10.78316,79.876,64.61,51.556,1213.0,186679.0,161.0,production,OP,153.89859851607585
2013-11-23,15/9-F-11 H,24.0,251.952,106.369,171.867,15.404,10.93798,80.086,64.587,51.772,1217.0,186613.0,164.0,production,OP,153.33853738701725
2013-11-24,15/9-F-11 H,24.0,251.551,106.382,171.688,15.064,11.07314,79.863,63.38,51.552,1233.0,191777.0,168.0,production,OP,155.53690186536903
2013-11-25,15/9-F-11 H,24.0,251.548,106.391,171.692,15.54,11.04717,79.857,63.939,51.551,1227.0,191140.0,167.0,production,OP,155.77832110839446
2013-11-26,15/9-F-11 H,24.0,252.324,106.376,172.016,15.208,10.85661,80.308,62.808,51.999,1201.0,187197.0,163.0,production,OP,155.86761032472938
2013-11-27,15/9-F-11 H,24.0,251.244,105.864,170.838,15.009,10.87738,80.406,63.881,52.109,1202.0,186758.0,169.0,production,OP,155.37271214642263
2013-11-28,15/9-F-11 H,24.0,252.648,106.377,172.192,15.128,10.82435,80.456,63.779,52.152,1193.0,185960.0,162.0,production,OP,155.87594300083822
2013-11-29,15/9-F-11 H,24.0,252.478,106.386,172.133,15.098,10.90025,80.345,62.024,52.025,1196.0,186979.0,164.0,production,OP,156.33695652173913
2013-11-30,15/9-F-11 H,24.0,249.982,106.45,171.126,16.488,11.1665,78.856,64.524,50.524,1254.0,195443.0,172.0,production,OP,155.85566188197768
2013-12-01,15/9-F-11 H,24.0,248.941,106.489,170.663,17.223,11.24369,78.278,65.11,49.951,1275.0,197981.0,173.0,production,OP,155.2792156862745
2013-12-02,15/9-F-11 H,24.0,248.78,106.493,170.598,17.301,11.26792,78.182,62.427,49.834,1326.0,205626.0,182.0,production,OP,155.07239819004525
2013-12-03,15/9-F-11 H,24.0,248.86,106.493,170.68,17.321,11.23432,78.18,63.193,49.853,1315.0,202445.0,168.0,production,OP,153.9505703422053
2013-12-04,15/9-F-11 H,24.0,248.034,106.514,170.364,17.329,11.50401,77.67,64.555,49.329,1340.0,204591.0,177.0,production,OP,152.67985074626867
2013-12-05,15/9-F-11 H,23.73,247.831,106.528,170.22,16.789,11.30307,77.611,60.84,49.241,1306.0,202482.0,168.0,production,OP,155.0398162327718
2013-12-06,15/9-F-11 H,16.61,258.149,105.617,176.387,7.338,6.99135,81.761,47.946,53.04,606.0,97273.0,104.0,production,OP,160.51650165016503
2013-12-07,15/9-F-11 H,24.0,247.622,106.085,171.329,22.785,11.171,76.293,60.181,47.961,1167.0,183207.0,163.0,production,OP,156.9897172236504
2013-12-08,15/9-F-11 H,24.0,247.865,106.245,170.992,24.444,10.88931,76.873,60.732,48.541,1170.0,183150.0,156.0,production,OP,156.53846153846155
2013-12-09,15/9-F-11 H,13.5,250.274,106.039,172.966,20.173,7.52136,77.308,56.461,49.335,590.0,93019.0,78.0,production,OP,157.6593220338983
2013-12-10,15/9-F-11 H,19.23,255.443,105.808,176.105,17.799,8.30808,79.338,53.332,50.912,781.0,116156.0,156.0,production,OP,148.72727272727272
2013-12-11,15/9-F-11 H,1.77,275.197,104.59,182.472,2.196,1.44351,92.725,24.344,64.23,63.0,9263.0,279.0,production,OP,147.03174603174602
2013-12-12,15/9-F-11 H,24.0,253.446,105.779,175.441,16.035,10.45132,78.005,55.075,49.522,1097.0,174751.0,193.0,production,OP,159.29899726526892
2013-12-13,15/9-F-11 H,8.23,254.308,106.001,175.386,21.132,4.3838,78.921,59.855,50.791,364.0,61123.0,62.0,production,OP,167.92032967032966
2013-12-14,15/9-F-11 H,22.94,254.654,105.765,175.514,15.581,9.96315,79.14,53.248,51.049,1023.0,159089.0,157.0,production,OP,155.51221896383186
2013-12-15,15/9-F-11 H,22.83,252.226,106.082,173.058,21.618,9.95044,79.168,58.326,50.818,1086.0,169892.0,169.0,production,OP,156.43830570902395
2013-12-16,15/9-F-11 H,24.0,251.129,106.17,172.503,23.173,10.49653,78.626,58.392,50.293,1228.0,189634.0,179.0,production,OP,154.42508143322476
2013-12-17,15/9-F-11 H,24.0,246.148,106.329,170.083,25.558,11.0328,76.065,60.541,47.733,1276.0,195873.0,162.0,production,OP,153.50548589341693
2013-12-18,15/9-F-11 H,24.0,245.549,106.353,169.811,25.782,11.33781,75.739,60.898,47.391,1312.0,202708.0,174.0,production,OP,154.5030487804878
2013-12-19,15/9-F-11 H,24.0,245.617,106.364,169.829,25.881,11.3253,75.788,59.515,47.421,1307.0,201800.0,173.0,production,OP,154.39938791124712
2013-12-20,15/9-F-11 H,18.83,250.188,106.149,172.618,21.748,9.17054,77.569,54.938,49.592,917.0,134202.0,145.0,production,OP,146.34896401308615
2013-12-21,15/9-F-11 H,24.0,249.174,106.103,172.276,22.016,10.52408,76.898,56.377,48.409,1150.0,180447.0,162.0,production,OP,156.9104347826087
2013-12-22,15/9-F-11 H,24.0,245.906,106.327,170.124,25.504,11.13329,75.781,61.298,47.442,1268.0,196322.0,168.0,production,OP,154.82807570977917
2013-12-23,15/9-F-11 H,24.0,245.647,106.367,169.921,26.033,11.29469,75.726,61.29,47.381,1300.0,201283.0,175.0,production,OP,154.83307692307693
2013-12-24,15/9-F-11 H,24.0,245.108,106.388,169.687,26.195,11.43054,75.421,60.353,47.052,1333.0,206205.0,184.0,production,OP,154.69242310577644
2013-12-25,15/9-F-11 H,24.0,244.722,106.41,169.453,26.376,11.23311,75.269,58.613,46.904,1322.0,204303.0,172.0,production,OP,154.54084720121028
2013-12-26,15/9-F-11 H,21.14,246.155,106.418,170.286,26.629,10.74454,75.869,60.109,47.586,1134.0,177659.0,150.0,production,OP,156.6657848324515
2013-12-27,15/9-F-11 H,15.69,253.549,105.689,175.073,14.273,8.86669,78.476,50.21,47.838,648.0,106034.0,100.0,production,OP,163.6327160493827
2013-12-28,15/9-F-11 H,24.0,245.723,106.203,170.321,23.613,11.07252,75.402,58.474,46.504,1219.0,190269.0,165.0,production,OP,156.08613617719442
2013-12-29,15/9-F-11 H,24.0,246.104,106.305,170.248,25.432,11.05966,75.856,64.433,47.429,1241.0,192029.0,167.0,production,OP,154.73730862207896
2013-12-30,15/9-F-11 H,24.0,246.091,106.345,170.146,25.593,11.18639,75.945,61.673,47.517,1270.0,196787.0,170.0,production,OP,154.9503937007874
2013-12-31,15/9-F-11 H,21.58,250.787,106.225,172.113,23.126,9.55741,78.674,58.205,50.112,973.0,155057.0,130.0,production,OP,159.35971223021582
2014-01-01,15/9-F-11 H,24.0,249.531,106.208,172.369,23.195,10.69372,77.162,59.571,48.655,1199.0,187807.0,166.0,production,OP,156.63636363636363
2014-01-02,15/9-F-11 H,24.0,245.622,106.433,169.835,26.8,11.37977,75.786,61.538,47.258,1327.0,205603.0,181.0,production,OP,154.93820648078372
2014-01-03,15/9-F-11 H,24.0,245.718,106.448,169.849,27.091,11.35871,75.869,62.133,47.174,1297.0,202059.0,180.0,production,OP,155.78951426368542
2014-01-04,15/9-F-11 H,14.48,246.705,106.456,170.549,27.182,8.46015,76.156,60.227,47.457,753.0,117117.0,94.0,production,OP,155.53386454183266
2014-01-05,15/9-F-11 H,6.36,258.601,105.428,178.624,7.357,3.44683,79.978,45.031,51.035,288.0,46248.0,62.0,production,OP,160.58333333333334
2014-01-06,15/9-F-11 H,24.0,248.378,104.798,170.712,19.807,10.51463,77.665,57.845,49.211,1110.0,172803.0,114.0,production,OP,155.67837837837837
2014-01-07,15/9-F-11 H,24.0,245.804,105.87,169.802,24.554,10.92536,76.001,60.07,47.555,1203.0,188012.0,112.0,production,OP,156.28595178719868
2014-01-08,15/9-F-11 H,24.0,245.9,106.314,170.18,25.671,10.65372,75.72,62.427,47.28,1218.0,188015.0,112.0,production,OP,154.36371100164203
2014-01-09,15/9-F-11 H,24.0,245.127,106.359,169.791,26.383,11.02643,75.335,64.603,46.901,1241.0,192257.0,115.0,production,OP,154.92103142626914
2014-01-10,15/9-F-11 H,24.0,244.82,106.378,169.671,26.553,11.06531,75.149,64.905,46.717,1253.0,193245.0,116.0,production,OP,154.22585794094175
2014-01-11,15/9-F-11 H,24.0,244.248,106.394,169.456,26.489,11.19056,74.792,64.557,46.361,1279.0,197035.0,117.0,production,OP,154.0539483971853
2014-01-12,15/9-F-11 H,24.0,244.305,106.404,169.478,26.851,11.20373,74.827,64.364,46.398,1277.0,197394.0,114.0,production,OP,154.57635082223962
2014-01-13,15/9-F-11 H,24.0,243.505,106.427,169.085,26.787,11.20668,74.42,61.216,45.977,1289.0,200095.0,118.0,production,OP,155.23273855702095
2014-01-14,15/9-F-11 H,24.0,243.903,106.429,169.286,26.906,11.43273,74.617,61.731,46.184,1312.0,203139.0,127.0,production,OP,154.8315548780488
2014-01-15,15/9-F-11 H,24.0,243.994,106.436,169.314,26.851,11.43117,74.68,59.97,46.212,1274.0,198322.0,177.0,production,OP,155.66875981161695
2014-01-16,15/9-F-11 H,24.0,244.154,106.439,169.401,26.703,11.21411,74.753,59.609,46.279,1250.0,186577.0,164.0,production,OP,149.2616
2014-01-17,15/9-F-11 H,24.0,243.932,106.452,169.322,26.843,11.28162,74.61,60.771,46.172,1297.0,192576.0,171.0,production,OP,148.4780262143408
2014-01-18,15/9-F-11 H,24.0,244.173,106.457,169.389,26.993,11.53129,74.784,60.816,46.373,1283.0,193991.0,196.0,production,OP,151.20109119251754
2014-01-19,15/9-F-11 H,24.0,244.437,106.458,169.49,27.138,11.53881,74.946,59.751,46.535,1231.0,180444.0,169.0,production,OP,146.58326563769293
2014-01-20,15/9-F-11 H,24.0,244.508,106.465,169.486,27.677,11.37299,75.022,58.88,46.629,1236.0,176926.0,169.0,production,OP,143.1440129449838
2014-01-21,15/9-F-11 H,24.0,244.996,106.469,169.689,28.066,11.58603,75.308,60.606,46.917,1245.0,177098.0,196.0,production,OP,142.24738955823292
2014-01-22,15/9-F-11 H,24.0,245.358,106.473,169.837,28.071,11.55429,75.521,60.848,47.131,1296.0,181398.0,187.0,production,OP,139.96759259259258
2014-01-23,15/9-F-11 H,24.0,245.716,106.476,169.992,28.344,11.55094,75.723,61.648,47.29,1352.0,191157.0,187.0,production,OP,141.38831360946745
2014-01-24,15/9-F-11 H,24.0,245.987,106.481,170.085,28.496,11.57975,75.902,61.206,47.512,1297.0,186636.0,205.0,production,OP,143.8982266769468
2014-01-25,15/9-F-11 H,16.92,247.297,106.313,171.085,25.256,8.45778,76.213,59.825,47.737,654.0,96532.0,91.0,production,OP,147.60244648318042
2014-01-26,15/9-F-11 H,24.0,242.312,106.124,169.773,23.73,11.52197,72.539,61.16,44.032,1138.0,162835.0,193.0,production,OP,143.08875219683657
2014-01-27,15/9-F-11 H,24.0,244.173,106.273,170.0,25.872,11.49369,74.173,60.869,45.622,1129.0,155786.0,177.0,production,OP,137.98582816651904
2014-01-28,15/9-F-11 H,24.0,243.344,106.352,169.507,26.932,11.46175,73.837,62.413,45.313,1186.0,171404.0,183.0,production,OP,144.52276559865092
2014-01-29,15/9-F-11 H,8.31,244.985,106.381,171.947,27.224,5.2638,73.038,62.841,44.869,474.0,69704.0,36.0,production,OP,147.0548523206751
2014-01-31,15/9-F-11 H,22.02,254.659,105.781,175.99,16.026,10.08438,78.668,53.498,50.25,1163.0,181137.0,116.0,production,OP,155.74978503869303
2014-02-01,15/9-F-11 H,24.0,246.529,106.213,171.177,24.173,11.37131,75.352,60.606,46.881,1182.0,180141.0,131.0,production,OP,152.4035532994924
2014-02-02,15/9-F-11 H,24.0,240.619,106.409,168.303,27.317,11.86027,72.316,59.804,43.509,1325.0,197602.0,144.0,production,OP,149.13358490566037
2014-02-03,15/9-F-11 H,24.0,240.032,106.445,167.982,28.106,11.96013,72.051,62.981,43.618,1353.0,200663.0,144.0,production,OP,148.30968218773097
2014-02-04,15/9-F-11 H,24.0,239.802,106.467,167.811,28.281,12.02965,71.991,63.253,43.56,1362.0,202160.0,146.0,production,OP,148.4287812041116
2014-02-05,15/9-F-11 H,24.0,239.899,106.474,167.849,28.273,11.97978,72.05,63.364,43.49,1355.0,200751.0,144.0,production,OP,148.15571955719557
2014-02-06,15/9-F-11 H,8.0,241.353,106.482,170.145,27.999,4.6711,71.208,63.408,41.537,337.0,51566.0,27.0,production,OP,153.01483679525222
2014-02-08,15/9-F-11 H,6.5,257.741,105.277,178.218,6.056,2.80046,79.524,42.83,50.179,141.0,20656.0,9.0,production,OP,146.4964539007092
2014-02-09,15/9-F-11 H,24.0,244.724,106.095,171.371,20.942,11.30153,73.353,58.995,44.779,1166.0,174801.0,120.0,production,OP,149.91509433962264
2014-02-10,15/9-F-11 H,4.0,241.723,106.289,171.805,24.548,3.55993,69.918,59.365,41.7,118.0,18893.0,14.0,production,OP,160.11016949152543
2014-02-12,15/9-F-11 H,23.0,252.666,105.599,176.892,11.015,9.45754,75.773,50.535,45.871,954.0,145413.0,103.0,production,OP,152.4245283018868
2014-02-13,15/9-F-11 H,24.0,242.341,106.189,169.587,22.903,11.12916,72.754,57.987,44.276,1197.0,181330.0,120.0,production,OP,151.48705096073516
2014-02-14,15/9-F-11 H,24.0,241.097,106.28,168.744,24.815,11.20986,72.354,61.961,44.038,1237.0,186974.0,124.0,production,OP,151.15117219078417
2014-02-15,15/9-F-11 H,24.0,241.253,106.287,168.785,25.221,11.1955,72.468,63.702,44.087,1220.0,183386.0,123.0,production,OP,150.31639344262294
2014-02-16,15/9-F-11 H,24.0,241.806,106.292,168.974,25.565,11.1967,72.832,64.497,44.492,1237.0,186219.0,124.0,production,OP,150.5408245755861
