Date of Production,Wellbore name,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,FLOW_KIND,WELL_TYPE,Calculated_GOR
2016-05-25,15/9-F-11 H,24.0,250.423,105.175,222.152,22.298,100.0,28.271,82.598,2.733,490.0,77697.0,2345.0,production,OP,158.565306122449
2016-05-26,15/9-F-11 H,24.0,250.368,105.177,222.13,22.521,100.0,28.238,82.703,2.698,490.0,77737.0,2348.0,production,OP,158.6469387755102
2016-05-27,15/9-F-11 H,24.0,250.313,105.18,222.118,22.526,100.0,28.195,82.701,2.657,485.0,77208.0,2345.0,production,OP,159.1917525773196
2016-05-28,15/9-F-11 H,24.0,250.334,105.182,222.157,22.446,100.0,28.177,82.82,2.641,487.0,77524.0,2361.0,production,OP,159.18685831622176
2016-05-29,15/9-F-11 H,24.0,250.328,105.184,222.151,22.428,100.0,28.177,82.647,2.657,482.0,77245.0,2365.0,production,OP,160.25933609958506
2016-05-30,15/9-F-11 H,24.0,250.368,105.184,222.196,22.371,100.0,28.172,83.013,2.631,480.0,76199.0,2350.0,production,OP,158.74791666666667
2016-05-31,15/9-F-11 H,24.0,250.392,105.186,222.208,22.265,100.0,28.185,82.676,2.651,490.0,77897.0,2344.0,production,OP,158.9734693877551
2016-06-01,15/9-F-11 H,24.0,250.374,105.19,222.189,22.185,100.0,28.186,82.55,2.648,489.0,76879.0,2331.0,production,OP,157.21676891615542
2016-06-02,15/9-F-11 H,24.0,250.353,105.193,222.15,22.299,100.0,28.203,82.496,2.651,485.0,77442.0,2350.0,production,OP,159.67422680412372
2016-06-03,15/9-F-11 H,24.0,250.341,105.196,222.179,22.379,100.0,28.162,83.069,2.622,463.0,74344.0,2315.0,production,OP,160.57019438444925
2016-06-04,15/9-F-11 H,24.0,250.384,105.199,222.214,22.246,100.0,28.17,82.791,2.639,489.0,80372.0,2353.0,production,OP,164.359918200409
2016-06-05,15/9-F-11 H,24.0,250.43,105.201,222.267,22.314,100.0,28.162,82.713,2.624,492.0,80235.0,2360.0,production,OP,163.07926829268294
2016-06-06,15/9-F-11 H,24.0,250.499,105.205,222.337,22.563,100.0,28.163,82.737,2.621,493.0,79982.0,2368.0,production,OP,162.23529411764707
2016-06-07,15/9-F-11 H,24.0,250.538,105.21,222.366,22.461,100.0,28.172,82.74,2.631,494.0,80487.0,2381.0,production,OP,162.92914979757086
2016-06-08,15/9-F-11 H,22.42,253.541,105.178,223.72,22.002,78.43669,29.822,80.343,4.63,427.0,69684.0,2036.0,production,OP,163.1943793911007
2016-06-09,15/9-F-11 H,24.0,251.17,105.24,222.811,22.335,100.0,28.359,82.939,2.912,479.0,77818.0,2486.0,production,OP,162.45929018789144
2016-06-10,15/9-F-11 H,24.0,251.03,105.25,222.73,22.439,100.0,28.3,83.084,2.845,494.0,81192.0,2446.0,production,OP,164.3562753036437
2016-06-11,15/9-F-11 H,24.0,250.919,105.252,222.666,22.594,100.0,28.253,83.139,2.781,496.0,80193.0,2405.0,production,OP,161.67943548387098
2016-06-12,15/9-F-11 H,24.0,250.778,105.251,222.569,22.404,100.0,28.209,82.949,2.772,472.0,76027.0,2272.0,production,OP,161.07415254237287
2016-06-13,15/9-F-11 H,24.0,250.738,105.25,222.566,22.456,100.0,28.172,83.416,2.724,494.0,80183.0,2410.0,production,OP,162.31376518218624
2016-06-14,15/9-F-11 H,24.0,250.698,105.249,222.548,22.363,100.0,28.151,82.779,2.71,496.0,79861.0,2409.0,production,OP,161.01008064516128
2016-06-15,15/9-F-11 H,24.0,250.686,105.25,222.532,22.307,100.0,28.154,83.107,2.693,493.0,79493.0,2423.0,production,OP,161.24340770791076
2016-06-16,15/9-F-11 H,24.0,250.659,105.25,222.511,22.334,100.0,28.148,83.151,2.633,497.0,79919.0,2439.0,production,OP,160.80281690140845
2016-06-17,15/9-F-11 H,24.0,250.689,105.255,222.543,22.504,100.0,28.146,83.219,2.684,490.0,78135.0,2419.0,production,OP,159.4591836734694
2016-06-18,15/9-F-11 H,24.0,250.693,105.257,222.527,22.21,100.0,28.166,82.627,2.721,491.0,78573.0,2413.0,production,OP,160.0264765784114
2016-06-19,15/9-F-11 H,24.0,250.694,105.261,222.524,22.399,100.0,28.17,82.881,2.731,492.0,78442.0,2423.0,production,OP,159.4349593495935
2016-06-20,15/9-F-11 H,24.0,247.818,103.811,219.626,22.325,100.0,28.192,81.579,2.743,493.0,78467.0,2418.0,production,OP,159.16227180527383
2016-06-21,15/9-F-11 H,24.0,250.727,105.266,222.569,22.515,100.0,28.158,82.53,2.708,491.0,78381.0,2430.0,production,OP,159.6354378818737
2016-06-22,15/9-F-11 H,24.0,250.757,105.269,222.577,22.381,100.0,28.18,81.886,2.748,490.0,78391.0,2430.0,production,OP,159.9816326530612
2016-06-23,15/9-F-11 H,24.0,250.765,105.272,222.594,22.457,100.0,28.171,82.671,2.73,490.0,78656.0,2454.0,production,OP,160.52244897959184
2016-06-24,15/9-F-11 H,24.0,250.841,105.276,222.702,22.63,100.0,28.139,83.367,2.686,491.0,78364.0,2420.0,production,OP,159.60081466395113
2016-06-25,15/9-F-11 H,24.0,250.866,105.278,222.738,22.62,100.0,28.127,83.394,2.681,487.0,78052.0,2421.0,production,OP,160.2710472279261
2016-06-26,15/9-F-11 H,24.0,250.918,105.281,222.78,22.438,100.0,28.138,83.25,2.685,488.0,78363.0,2422.0,production,OP,160.57991803278688
2016-06-27,15/9-F-11 H,24.0,250.965,105.285,222.826,22.399,100.0,28.138,82.884,2.693,482.0,77240.0,2415.0,production,OP,160.24896265560167
2016-06-28,15/9-F-11 H,24.0,251.048,105.288,222.885,22.46,100.0,28.163,81.866,2.714,485.0,78044.0,2413.0,production,OP,160.91546391752578
2016-06-29,15/9-F-11 H,24.0,251.083,105.29,222.95,22.479,100.0,28.133,82.736,2.675,486.0,78098.0,2418.0,production,OP,160.6954732510288
2016-06-30,15/9-F-11 H,24.0,251.167,105.292,223.015,22.43,100.0,28.153,82.084,2.683,482.0,77815.0,2422.0,production,OP,161.44190871369295
2016-07-01,15/9-F-11 H,24.0,251.379,105.294,223.143,22.438,100.0,28.236,82.244,2.656,488.0,77684.0,2417.0,production,OP,159.18852459016392
2016-07-02,15/9-F-11 H,24.0,251.308,105.298,223.18,22.47,100.0,28.128,82.586,2.672,482.0,77663.0,2428.0,production,OP,161.1265560165975
2016-07-03,15/9-F-11 H,24.0,251.37,105.301,223.265,22.462,100.0,28.105,82.892,2.652,486.0,77218.0,2416.0,production,OP,158.88477366255145
2016-07-04,15/9-F-11 H,24.0,251.409,105.303,223.316,22.524,100.0,28.093,83.285,2.654,478.0,77190.0,2427.0,production,OP,161.48535564853557
2016-07-05,15/9-F-11 H,24.0,251.476,105.305,223.385,22.539,100.0,28.091,83.399,2.649,484.0,77293.0,2414.0,production,OP,159.69628099173553
2016-07-06,15/9-F-11 H,24.0,251.531,105.307,223.444,22.426,100.0,28.087,83.33,2.649,466.0,76844.0,2426.0,production,OP,164.90128755364807
2016-07-07,15/9-F-11 H,24.0,251.613,105.31,223.5,22.436,100.0,28.113,82.131,2.659,480.0,78857.0,2455.0,production,OP,164.28541666666666
2016-07-08,15/9-F-11 H,24.0,251.664,105.313,223.544,22.459,100.0,28.119,82.086,2.665,478.0,78935.0,2453.0,production,OP,165.13598326359832
2016-07-09,15/9-F-11 H,23.5,252.346,105.313,223.843,22.421,92.68108,28.503,82.302,2.931,444.0,72611.0,1859.0,production,OP,163.5382882882883
2016-07-10,15/9-F-11 H,24.0,251.603,105.319,223.443,22.44,100.0,28.16,81.269,2.689,472.0,78138.0,2436.0,production,OP,165.54661016949152
2016-07-11,15/9-F-11 H,23.67,252.218,105.316,223.72,22.447,93.08743,28.498,81.595,2.878,454.0,74948.0,2338.0,production,OP,165.08370044052865
2016-07-12,15/9-F-11 H,24.0,251.874,105.319,223.607,22.302,100.0,28.267,83.358,2.597,474.0,77266.0,2408.0,production,OP,163.0084388185654
2016-07-13,15/9-F-11 H,24.0,252.217,105.316,223.769,22.239,89.79074,28.448,83.151,2.565,471.0,72789.0,2406.0,production,OP,154.54140127388536
2016-07-14,15/9-F-11 H,24.0,251.301,105.347,224.03,22.378,97.34679,27.272,83.425,2.876,488.0,78090.0,2411.0,production,OP,160.0204918032787
2016-07-15,15/9-F-11 H,24.0,247.185,105.42,222.882,22.616,99.99998,24.303,84.152,3.321,464.0,74336.0,2703.0,production,OP,160.20689655172413
2016-07-16,15/9-F-11 H,24.0,247.27,105.401,222.376,22.458,100.0,24.895,82.814,3.322,502.0,80345.0,2244.0,production,OP,160.04980079681275
2016-07-17,15/9-F-11 H,20.83,253.314,105.334,225.002,22.162,63.46997,28.312,80.769,6.83,375.0,59977.0,1525.0,production,OP,159.93866666666668
2016-07-18,15/9-F-11 H,24.0,248.977,105.389,223.601,22.662,93.60645,25.375,84.259,3.43,446.0,71429.0,2373.0,production,OP,160.15470852017938
2016-07-19,15/9-F-11 H,24.0,248.324,105.373,223.108,22.657,100.0,25.216,83.717,3.103,471.0,75307.0,2999.0,production,OP,159.88747346072188
2016-07-20,15/9-F-11 H,24.0,248.359,105.356,223.186,22.475,100.0,25.174,81.882,3.065,476.0,76109.0,2777.0,production,OP,159.89285714285714
2016-07-21,15/9-F-11 H,24.0,248.461,105.347,223.385,22.555,100.0,25.076,84.068,2.985,467.0,74753.0,2638.0,production,OP,160.07066381156318
2016-07-22,15/9-F-11 H,24.0,248.486,105.341,223.423,22.656,100.0,25.064,84.197,3.004,445.0,71244.0,2635.0,production,OP,160.09887640449438
2016-07-23,15/9-F-11 H,24.0,248.342,105.323,223.451,22.568,100.0,24.891,83.356,2.998,445.0,71196.0,2660.0,production,OP,159.99101123595506
2016-07-24,15/9-F-11 H,24.0,251.591,104.932,226.917,22.363,100.0,24.674,83.672,3.078,459.0,73376.0,2692.0,production,OP,159.86056644880173
2016-07-25,15/9-F-11 H,24.0,251.232,104.936,226.567,22.303,100.0,24.665,82.285,3.092,459.0,73372.0,2483.0,production,OP,159.85185185185185
2016-07-26,15/9-F-11 H,24.0,251.189,104.939,226.624,22.361,100.0,24.565,83.093,3.122,454.0,72625.0,2418.0,production,OP,159.96696035242292
2016-07-27,15/9-F-11 H,24.0,251.205,104.939,226.618,22.343,100.0,24.587,83.098,3.153,446.0,71291.0,2620.0,production,OP,159.84529147982062
2016-07-28,15/9-F-11 H,24.0,251.359,104.92,226.712,22.297,100.0,24.647,83.144,3.172,452.0,72254.0,2724.0,production,OP,159.85398230088495
2016-07-29,15/9-F-11 H,24.0,251.344,104.908,226.717,22.394,100.0,24.627,84.135,3.177,457.0,71716.0,2757.0,production,OP,156.92778993435448
2016-07-30,15/9-F-11 H,24.0,251.085,104.904,226.505,22.298,100.0,24.58,84.489,3.198,466.0,73786.0,2822.0,production,OP,158.3390557939914
2016-07-31,15/9-F-11 H,24.0,250.921,104.904,226.328,22.221,100.0,24.593,84.22,3.209,457.0,70805.0,2722.0,production,OP,154.9343544857768
2016-08-01,15/9-F-11 H,24.0,250.608,104.826,226.031,22.171,100.0,24.577,84.279,3.188,469.0,71208.0,2640.0,production,OP,151.82942430703625
2016-08-02,15/9-F-11 H,24.0,250.465,104.899,225.851,22.276,100.0,24.615,84.143,3.177,457.0,74712.0,2581.0,production,OP,163.4835886214442
2016-08-03,15/9-F-11 H,24.0,251.137,104.892,225.932,22.156,100.0,25.205,83.191,3.054,442.0,67086.0,3560.0,production,OP,151.77828054298644
2016-08-04,15/9-F-11 H,24.0,252.775,104.875,226.376,22.297,100.0,26.398,83.572,2.749,423.0,75026.0,2951.0,production,OP,177.36643026004728
2016-08-05,15/9-F-11 H,24.0,252.71,104.875,226.287,22.158,100.0,26.423,83.891,2.743,434.0,69581.0,2689.0,production,OP,160.32488479262673
2016-08-06,15/9-F-11 H,24.0,252.606,104.875,226.151,22.262,100.0,26.455,83.634,2.81,423.0,67391.0,2525.0,production,OP,159.31678486997635
2016-08-07,15/9-F-11 H,24.0,252.549,104.875,226.005,22.03,100.0,26.544,79.683,2.861,427.0,72263.0,2534.0,production,OP,169.23419203747073
2016-08-08,15/9-F-11 H,24.0,252.464,104.876,225.915,21.846,100.0,26.549,81.037,2.849,426.0,68311.0,2536.0,production,OP,160.3544600938967
2016-08-09,15/9-F-11 H,23.67,253.353,104.866,226.183,21.85,92.94252,27.171,82.639,3.565,398.0,65039.0,2425.0,production,OP,163.4145728643216
2016-08-10,15/9-F-11 H,24.0,252.415,104.88,225.774,22.086,98.44016,26.641,83.3,2.952,420.0,68545.0,2494.0,production,OP,163.20238095238096
2016-08-11,15/9-F-11 H,24.0,252.348,104.881,225.615,22.175,98.43097,26.733,82.225,2.998,429.0,67865.0,2504.0,production,OP,158.19347319347318
2016-08-12,15/9-F-11 H,24.0,252.304,104.884,225.526,22.075,98.4518,26.778,81.479,3.017,439.0,69533.0,3039.0,production,OP,158.38952164009112
2016-08-13,15/9-F-11 H,24.0,252.177,104.892,225.47,22.114,98.43952,26.708,83.122,3.113,440.0,70006.0,3163.0,production,OP,159.10454545454544
2016-08-14,15/9-F-11 H,24.0,252.269,104.91,225.438,22.215,98.44619,26.831,83.993,3.228,455.0,71126.0,3395.0,production,OP,156.3208791208791
2016-08-15,15/9-F-11 H,24.0,252.336,104.927,225.387,22.417,98.43304,26.95,84.096,3.304,468.0,73365.0,3359.0,production,OP,156.76282051282053
2016-08-16,15/9-F-11 H,24.0,252.336,104.944,225.242,22.474,98.4382,27.094,84.093,3.397,480.0,75793.0,2930.0,production,OP,157.90208333333334
2016-08-17,15/9-F-11 H,24.0,252.144,104.957,225.036,22.497,98.44814,27.108,84.136,3.434,476.0,73500.0,2804.0,production,OP,154.41176470588235
2016-08-18,15/9-F-11 H,24.0,251.946,104.966,224.836,22.503,98.45358,27.11,84.168,3.421,486.0,75529.0,2788.0,production,OP,155.40946502057614
2016-08-19,15/9-F-11 H,24.0,251.801,104.976,224.694,22.419,98.44823,27.107,84.242,3.411,490.0,76645.0,2765.0,production,OP,156.41836734693877
2016-08-20,15/9-F-11 H,24.0,251.643,104.985,224.506,22.211,98.45706,27.137,83.254,3.437,474.0,74999.0,2787.0,production,OP,158.22573839662448
2016-08-21,15/9-F-11 H,24.0,251.59,104.993,224.441,22.244,98.45523,27.149,83.687,3.452,493.0,77036.0,2802.0,production,OP,156.25963488843814
2016-08-22,15/9-F-11 H,24.0,251.511,105.001,224.335,22.4,98.45654,27.175,84.346,3.483,494.0,77127.0,2781.0,production,OP,156.12753036437246
2016-08-23,15/9-F-11 H,24.0,251.424,105.009,224.211,22.451,99.19283,27.214,84.118,3.506,504.0,78762.0,2767.0,production,OP,156.27380952380952
2016-08-24,15/9-F-11 H,24.0,251.326,105.017,224.094,22.386,100.0,27.232,83.876,3.527,502.0,78176.0,2807.0,production,OP,155.72908366533864
2016-08-25,15/9-F-11 H,24.0,251.231,105.024,224.028,22.457,100.0,27.203,84.426,3.491,503.0,79117.0,2809.0,production,OP,157.29025844930416
2016-08-26,15/9-F-11 H,24.0,251.079,105.031,223.898,22.375,100.0,27.181,83.518,3.481,511.0,81525.0,2791.0,production,OP,159.54011741682976
2016-08-27,15/9-F-11 H,24.0,251.134,105.048,224.121,22.514,100.0,27.014,84.348,3.49,540.0,92617.0,2793.0,production,OP,171.51296296296297
2016-08-28,15/9-F-11 H,24.0,251.628,105.084,224.61,22.509,100.0,27.018,84.51,3.505,530.0,90426.0,2816.0,production,OP,170.61509433962263
2016-08-29,15/9-F-11 H,24.0,252.318,105.119,225.369,22.498,100.0,26.949,84.502,3.442,500.0,89286.0,2955.0,production,OP,178.572
2016-08-30,15/9-F-11 H,24.0,253.776,105.156,227.024,22.517,100.0,26.752,81.689,3.296,507.0,84910.0,3002.0,production,OP,167.47534516765285
2016-08-31,15/9-F-11 H,24.0,253.79,105.174,227.065,22.483,100.0,26.725,80.798,3.278,542.0,84866.0,2972.0,production,OP,156.57933579335793
2016-09-01,15/9-F-11 H,24.0,253.686,105.187,227.004,22.52,100.0,26.682,82.942,3.184,526.0,87750.0,2905.0,production,OP,166.82509505703422
2016-09-02,15/9-F-11 H,24.0,253.657,105.196,227.04,22.551,100.0,26.617,82.283,3.099,498.0,86616.0,2880.0,production,OP,173.9277108433735
2016-09-03,15/9-F-11 H,24.0,253.743,105.202,227.09,22.639,97.91667,26.653,83.167,3.109,518.0,87384.0,2842.0,production,OP,168.6949806949807
2016-09-04,15/9-F-11 H,24.0,253.754,105.211,227.107,22.613,100.0,26.647,84.841,3.093,523.0,87505.0,2875.0,production,OP,167.3135755258126
2016-09-05,15/9-F-11 H,24.0,253.8,105.218,227.07,22.629,97.91667,26.731,84.325,3.305,514.0,87799.0,2818.0,production,OP,170.81517509727627
2016-09-06,15/9-F-11 H,24.0,253.783,105.224,226.985,22.55,100.0,26.798,81.789,3.371,519.0,88650.0,2807.0,production,OP,170.8092485549133
2016-09-07,15/9-F-11 H,24.0,253.761,105.23,227.018,22.692,100.0,26.743,84.669,3.23,524.0,88563.0,2803.0,production,OP,169.01335877862596
2016-09-08,15/9-F-11 H,24.0,253.76,105.236,226.964,22.583,100.0,26.796,83.113,3.323,527.0,89379.0,2805.0,production,OP,169.59962049335863
2016-09-09,15/9-F-11 H,24.0,253.82,105.243,226.952,22.536,100.0,26.868,82.395,3.379,528.0,89482.0,2807.0,production,OP,169.47348484848484
2016-09-10,15/9-F-11 H,24.0,253.749,105.249,226.849,22.598,100.0,26.9,82.605,3.451,531.0,90470.0,2733.0,production,OP,170.37664783427496
2016-09-11,15/9-F-11 H,24.0,253.73,105.255,226.766,22.58,100.0,26.964,81.769,3.465,533.0,90541.0,3001.0,production,OP,169.87054409005628
2016-09-12,15/9-F-11 H,24.0,253.658,105.259,226.68,22.457,100.0,26.978,83.754,3.468,537.0,90810.0,2964.0,production,OP,169.10614525139664
2016-09-13,15/9-F-11 H,24.0,253.399,105.267,226.401,22.564,100.0,26.999,83.821,3.504,544.0,88042.0,3037.0,production,OP,161.84191176470588
2016-09-14,15/9-F-11 H,24.0,253.21,105.272,226.255,22.72,100.0,26.955,84.78,3.391,542.0,90189.0,2963.0,production,OP,166.40036900369003
2016-09-15,15/9-F-11 H,24.0,252.939,105.274,226.037,22.581,100.0,26.902,82.589,3.412,535.0,91890.0,2839.0,production,OP,171.7570093457944
2016-09-16,15/9-F-11 H,24.0,252.892,105.276,226.022,22.571,100.0,26.87,83.608,3.402,530.0,91580.0,2803.0,production,OP,172.79245283018867
2016-09-17,15/9-F-11 H,8.28,253.546,105.279,226.081,22.636,73.76372,27.465,85.029,4.191,180.0,32166.0,897.0,production,OP,178.7
2008-02-12,15/9-F-12 H,11.5,308.056,104.418,201.25,18.64,14.48443,106.806,16.295,92.475,285.0,38889.0,385.0,production,OP,136.45263157894738
2008-02-13,15/9-F-12 H,24.0,303.034,105.403,182.145,16.467,22.83299,120.889,53.374,89.62,1870.0,285246.0,7.0,production,OP,152.5379679144385
2008-02-14,15/9-F-12 H,22.5,295.586,105.775,181.868,12.66,31.24997,113.718,72.738,80.12,3124.0,509955.0,1.0,production,OP,163.23783610755441
2008-02-15,15/9-F-12 H,23.15,297.663,105.752,180.832,5.264,28.51893,116.831,69.996,84.251,2608.0,383427.0,1.0,production,OP,147.01955521472394
2008-02-16,15/9-F-12 H,24.0,295.936,105.811,180.501,12.385,30.2279,115.434,71.518,82.359,3052.0,418474.0,5.0,production,OP,137.11467889908258
2008-02-17,15/9-F-12 H,24.0,295.552,105.831,180.346,14.385,29.97405,115.206,73.642,82.169,2983.0,422763.0,2.0,production,OP,141.72410325175997
2008-02-18,15/9-F-12 H,23.0,294.211,105.866,180.929,15.98,30.3084,113.282,74.16,80.263,2981.0,413831.0,6.0,production,OP,138.8228782287823
2008-02-19,15/9-F-12 H,24.0,293.829,105.868,180.06,18.811,30.48698,113.769,74.902,81.275,3046.0,429218.0,1.0,production,OP,140.91201575837164
2008-03-06,15/9-F-12 H,24.0,284.295,105.899,176.984,9.114,30.58881,107.31,75.002,73.375,2951.0,432727.0,2.0,production,OP,146.6374110471027
2008-03-07,15/9-F-12 H,22.83,284.424,105.878,176.67,6.276,28.82496,107.754,71.042,73.568,2657.0,391265.0,2.0,production,OP,147.2581859239744
2008-03-08,15/9-F-12 H,23.0,284.413,105.871,176.382,4.591,27.94825,108.031,69.252,73.795,2578.0,365769.0,2.0,production,OP,141.88091543832428
2008-03-09,15/9-F-12 H,24.0,282.386,105.905,176.457,8.582,31.15911,105.93,73.138,71.562,2997.0,427791.0,2.0,production,OP,142.73973973973975
2008-03-10,15/9-F-12 H,24.0,281.522,105.906,176.233,9.012,31.30501,105.29,73.336,71.062,3021.0,440679.0,1.0,production,OP,145.87189672293943
2008-03-11,15/9-F-12 H,24.0,280.894,105.908,176.084,8.933,31.37003,104.811,73.971,71.283,3010.0,450972.0,1.0,production,OP,149.82458471760796
2008-03-12,15/9-F-12 H,23.78,281.085,105.895,176.032,6.695,29.85867,105.053,73.89,71.868,2794.0,418887.0,1.0,production,OP,149.9237652111668
2008-03-13,15/9-F-12 H,24.0,279.488,105.916,176.047,8.641,31.64254,103.441,75.309,70.451,3059.0,458524.0,1.0,production,OP,149.893429225237
2008-03-14,15/9-F-12 H,23.83,279.112,105.912,175.892,7.824,30.92678,103.219,75.172,70.393,2965.0,428015.0,1.0,production,OP,144.3558178752108
2008-03-15,15/9-F-12 H,24.0,277.951,105.915,175.811,8.818,32.07412,102.14,76.262,69.867,3131.0,454137.0,1.0,production,OP,145.04535292238901
2008-03-16,15/9-F-12 H,24.0,277.293,105.917,175.553,8.41,32.05167,101.739,76.004,69.813,3135.0,454798.0,1.0,production,OP,145.07113237639552
2008-03-17,15/9-F-12 H,24.0,276.564,105.921,175.265,8.006,32.07362,101.299,75.245,69.322,3143.0,470240.0,1.0,production,OP,149.61501749920458
2008-03-18,15/9-F-12 H,24.0,275.983,105.919,175.072,7.753,32.04644,100.911,75.376,69.074,3132.0,425284.0,1.0,production,OP,135.786717752235
2008-03-19,15/9-F-12 H,24.0,275.363,105.918,174.903,7.476,32.04522,100.46,75.593,69.105,3140.0,454093.0,1.0,production,OP,144.6156050955414
2008-03-20,15/9-F-12 H,24.0,274.793,105.915,174.668,6.968,32.01249,100.124,74.678,68.918,3157.0,467466.0,1.0,production,OP,148.072853975293
2008-03-21,15/9-F-12 H,24.0,274.072,105.916,174.498,6.696,32.08725,99.574,75.356,68.253,3192.0,458447.0,1.0,production,OP,143.6237468671679
2008-03-22,15/9-F-12 H,24.0,273.456,105.915,174.284,6.462,32.07839,99.172,75.319,67.795,3172.0,458028.0,1.0,production,OP,144.3972257250946
2008-03-23,15/9-F-12 H,24.0,272.881,105.913,174.088,6.288,32.0607,98.793,75.353,67.405,3160.0,466335.0,1.0,production,OP,147.5743670886076
2008-03-24,15/9-F-12 H,24.0,272.237,105.913,173.835,4.957,32.12839,98.402,74.812,67.011,3153.0,468480.0,1.0,production,OP,148.58230256898193
2008-03-25,15/9-F-12 H,24.0,271.684,105.91,173.644,14.906,32.0421,98.039,74.959,66.661,3131.0,406562.0,1.0,production,OP,129.85052698818268
2008-03-26,15/9-F-12 H,7.48,271.419,105.907,173.522,14.794,30.92542,97.897,75.26,66.578,960.0,113341.0,2.0,production,OP,118.06354166666667
2008-03-29,15/9-F-12 H,24.0,271.468,105.87,174.191,6.744,32.0,97.277,69.262,65.742,3137.0,509075.0,3.0,production,OP,162.28084156837744
2008-03-30,15/9-F-12 H,10.98,270.742,105.902,173.373,10.981,30.68261,97.369,73.106,66.019,1431.0,137396.0,2.0,production,OP,96.01397624039133
2008-03-31,15/9-F-12 H,14.03,271.557,105.862,173.435,7.146,31.0,98.122,70.452,67.129,1951.0,378533.0,2.0,production,OP,194.01998974884674
2008-04-01,15/9-F-12 H,24.0,270.36,105.889,172.928,11.469,29.81203,97.431,73.537,66.386,3061.0,457837.0,3.0,production,OP,149.57105521071546
2008-04-02,15/9-F-12 H,24.0,269.645,105.894,172.986,12.75,31.81838,96.658,75.81,65.595,3054.0,461809.0,3.0,production,OP,151.21447282252782
2008-04-03,15/9-F-12 H,24.0,268.862,105.897,172.745,13.189,32.00095,96.117,75.921,65.052,3103.0,372986.0,3.0,production,OP,120.20174025136964
2008-04-04,15/9-F-12 H,24.0,268.18,105.897,172.49,13.273,32.0812,95.691,75.217,64.619,3111.0,463717.0,3.0,production,OP,149.0572163291546
2008-04-05,15/9-F-12 H,24.0,267.456,105.895,172.316,13.266,32.20087,95.14,75.461,63.919,3303.0,463530.0,3.0,production,OP,140.33605812897366
2008-04-06,15/9-F-12 H,24.0,266.855,105.887,172.067,13.261,32.2108,94.788,75.406,63.121,3028.0,440906.0,153.0,production,OP,145.60964332893
2008-04-07,15/9-F-12 H,24.0,266.476,105.872,171.737,13.149,32.03321,94.74,75.27,63.17,2999.0,452369.0,152.0,production,OP,150.83994664888297
2008-04-08,15/9-F-12 H,24.0,265.9,105.861,171.356,13.064,32.04783,94.544,74.629,62.825,3054.0,451030.0,4.0,production,OP,147.68500327439423
2008-04-09,15/9-F-12 H,24.0,265.395,105.853,171.178,12.986,32.00003,94.217,74.835,62.791,3026.0,463595.0,5.0,production,OP,153.20389953734303
2008-04-10,15/9-F-12 H,24.0,264.921,105.846,171.109,12.916,31.25186,93.812,75.413,62.247,3003.0,468712.0,4.0,production,OP,156.08125208125207
2008-04-11,15/9-F-12 H,24.0,264.334,105.84,170.712,12.716,31.94415,93.622,74.198,62.07,3016.0,458937.0,10.0,production,OP,152.1674403183024
2008-04-12,15/9-F-12 H,12.98,264.008,105.838,170.859,12.549,30.88504,93.149,73.895,61.656,1615.0,242280.0,3.0,production,OP,150.0185758513932
2008-04-13,15/9-F-12 H,4.0,268.096,105.48,174.478,2.114,25.82296,93.618,48.682,63.311,430.0,65731.0,2.0,production,OP,152.86279069767443
2008-04-14,15/9-F-12 H,21.26,265.611,105.617,181.727,6.66,28.7635,83.884,64.021,56.138,2579.0,413143.0,4.0,production,OP,160.19503683598293
2008-04-15,15/9-F-12 H,20.55,263.676,105.818,170.639,10.546,32.0605,93.037,74.167,61.284,2494.0,400308.0,4.0,production,OP,160.5084202085004
2008-04-16,15/9-F-12 H,24.0,263.01,105.646,170.01,11.03,31.90408,93.0,74.464,61.322,2848.0,462315.0,4.0,production,OP,162.32970505617976
2008-04-17,15/9-F-12 H,9.38,262.978,105.809,170.166,11.544,31.65348,92.812,74.871,61.079,1121.0,184081.0,1.0,production,OP,164.2114183764496
2008-04-18,15/9-F-12 H,21.57,263.174,105.786,170.289,7.94,31.71874,92.884,72.28,61.137,2448.0,372537.0,2.0,production,OP,152.18014705882354
2008-04-19,15/9-F-12 H,22.71,263.142,105.777,170.12,9.925,30.03349,93.021,73.227,61.733,2514.0,383126.0,2.0,production,OP,152.3969769291965
2008-04-20,15/9-F-12 H,24.0,262.17,105.787,169.532,11.18,31.48322,92.639,75.046,61.001,2753.0,418499.0,3.0,production,OP,152.0156193243734
2008-04-21,15/9-F-12 H,24.0,261.61,105.783,169.285,11.257,31.51978,92.326,74.864,60.689,2752.0,426345.0,3.0,production,OP,154.921875
2008-04-22,15/9-F-12 H,24.0,261.115,105.777,168.946,11.16,31.48301,92.169,74.25,60.547,2737.0,422379.0,2.0,production,OP,154.32188527584947
2008-04-23,15/9-F-12 H,24.0,260.558,105.771,168.698,11.011,31.48727,91.86,73.584,60.253,2736.0,422115.0,-14.0,production,OP,154.28179824561403
